Date,Region,Rainfall_mm,Temperature_C,Sentiment_Score,News_Sentiment,Nitrogen_N,Phosphorus_P,Potassium_K,Paddy_Price_LKR_per_kg,Demand_Tons
2021-01-16,East,15.6,25.92,0.644,0.412,477.9,11.0,11.8,80.99,330.09
2021-01-16,West,29.16,23.38,0.626,0.894,485.3,6.2,13.9,81.93,344.4
2021-01-16,Central,14.22,30.4,0.554,0.117,486.9,10.9,11.2,77.98,323.51
2021-01-17,North,45.56,26.6,-0.015,-0.977,512.9,10.8,10.2,74.92,297.84
2021-01-17,South,13.98,26.88,-0.765,0.298,590.2,7.0,12.2,74.25,295.58
2021-01-17,East,36.47,30.83,-0.25,-0.429,485.8,9.0,11.7,73.24,302.22
2021-01-17,West,18.93,28.14,-0.976,0.94,495.0,8.2,12.5,74.83,305.53
2021-01-17,Central,29.6,27.03,0.108,0.939,460.9,9.6,15.0,80.99,332.52
2021-01-18,North,100.04,28.02,-0.091,0.255,599.4,5.7,7.1,75.56,342.49
2021-01-18,South,45.98,27.46,-0.438,0.901,489.8,14.3,13.8,81.47,322.34
2021-01-18,East,22.91,29.44,-0.445,-0.624,581.9,8.7,6.6,70.56,290.34
2021-01-18,West,2.3,25.69,-0.845,0.949,575.1,12.0,11.1,77.9,300.24
2021-01-18,Central,3.24,27.91,0.369,-0.675,598.1,11.5,5.1,74.35,300.34
2021-01-19,North,7.16,31.58,0.732,-0.91,572.6,8.0,11.6,74.62,305.99
2021-01-19,South,23.6,26.29,0.975,-0.699,590.8,6.3,6.2,75.22,322.63
2021-01-19,East,61.45,26.71,-0.17,-0.453,466.1,10.5,7.7,74.46,311.62
2021-01-19,West,57.45,27.65,0.999,0.993,540.7,12.2,7.0,83.4,365.43
2021-01-19,Central,31.32,25.87,-0.099,-0.742,545.1,7.6,9.9,73.56,297.08
2021-01-20,North,39.11,23.58,0.343,0.236,585.8,13.5,5.9,80.58,326.88
2021-01-20,South,36.87,27.83,0.041,0.545,513.5,7.8,5.0,74.6,330.79
2021-01-20,East,13.13,27.42,0.122,0.753,565.7,11.4,7.6,78.54,325.21
2021-01-20,West,54.64,28.61,0.408,-0.574,561.2,10.5,9.3,76.92,319.62
2021-01-20,Central,61.97,22.67,-0.125,0.808,451.5,5.8,13.8,79.57,336.34
2021-01-21,North,64.7,30.76,-0.207,0.244,585.6,10.5,13.3,78.43,323.55
2021-01-21,South,26.46,26.96,-0.484,-0.082,537.4,6.5,6.3,71.15,302.17
2021-01-21,East,43.81,21.83,0.267,-0.52,496.2,14.0,13.0,81.68,308.42
2021-01-21,West,23.31,24.25,-0.309,0.794,579.1,14.0,7.1,79.82,316.89
2021-01-21,Central,35.68,24.54,-0.615,-0.918,487.4,6.0,12.8,71.74,282.56
2021-01-22,North,36.09,24.96,-0.823,-0.759,582.6,9.1,11.2,73.09,279.33
2021-01-22,South,15.66,25.62,0.007,0.381,473.2,14.3,13.6,81.27,311.94
2021-01-22,East,8.24,28.29,-0.836,0.747,596.4,13.1,13.8,78.62,297.37
2021-01-22,West,56.34,26.72,0.612,0.497,453.7,12.4,8.3,80.88,345.92
2021-01-22,Central,20.96,25.63,-0.031,0.237,589.6,13.0,13.6,81.23,309.62
2021-01-23,North,7.96,31.11,-0.927,-0.495,571.6,7.7,12.9,70.37,275.03
2021-01-23,South,20.48,27.07,0.064,-0.786,466.2,13.7,13.6,77.55,292.64
2021-01-23,East,48.84,22.98,-0.462,-0.245,483.4,13.2,9.6,77.44,300.93
2021-01-23,West,29.15,24.35,-0.345,-0.76,495.8,13.0,7.3,74.41,288.41
2021-01-23,Central,14.35,31.22,0.578,-0.003,453.5,6.9,8.3,73.68,325.76
2021-01-24,North,46.25,32.94,0.491,-0.137,579.7,14.7,7.8,78.37,327.24
2021-01-24,South,50.24,24.81,0.292,0.142,546.2,9.0,14.8,81.22,326.76
2021-01-24,East,6.65,27.07,-0.526,-0.796,530.4,14.4,6.2,72.65,276.36
2021-01-24,West,27.55,25.37,-0.627,-0.43,595.6,6.8,14.6,74.71,287.35
2021-01-24,Central,16.7,20.74,0.965,-0.776,489.8,6.1,9.3,77.17,316.21
2021-01-25,North,40.74,25.56,-0.658,0.337,559.3,8.1,11.1,75.76,307.48
2021-01-25,South,42.67,32.11,-0.44,0.539,526.7,8.9,10.8,74.79,319.57
2021-01-25,East,71.31,25.09,0.015,-0.515,488.2,12.1,5.0,75.65,317.6
2021-01-25,West,3.81,23.19,0.162,-0.691,588.8,10.4,12.2,77.8,291.18
2021-01-25,Central,43.85,25.37,-0.327,-0.731,561.3,11.7,8.6,75.06,294.2
2021-01-26,North,25.93,25.5,0.363,0.52,460.5,11.6,8.3,79.29,330.34
2021-01-26,South,42.8,20.82,-0.302,0.859,497.1,13.5,12.2,83.07,322.34
2021-01-26,East,12.53,27.42,-0.638,-0.867,495.0,8.1,9.1,69.67,276.8
2021-01-26,West,26.77,29.92,-0.72,0.591,510.4,8.0,6.3,71.62,310.59
2021-01-26,Central,30.26,26.2,0.629,0.33,513.1,14.4,11.8,83.16,330.97
2021-01-27,North,19.32,29.18,-0.215,0.633,585.4,11.2,8.0,76.79,317.37
2021-01-27,South,19.2,25.31,-0.397,0.495,532.2,5.0,7.9,73.28,312.78
2021-01-27,East,1.91,27.82,-0.232,0.087,514.5,10.8,11.5,75.99,299.15
2021-01-27,West,20.99,24.79,0.88,0.255,519.7,9.4,7.1,79.37,336.48
2021-01-27,Central,30.98,27.85,0.24,0.067,521.0,14.0,13.0,80.87,317.08
2021-01-28,North,17.79,25.78,-0.377,-0.503,475.5,5.8,10.2,71.41,292.21
2021-01-28,South,33.66,27.18,0.525,0.754,544.9,8.4,13.2,81.35,340.72
2021-01-28,East,16.84,30.22,-0.7,-0.541,562.7,11.7,7.2,71.14,282.56
2021-01-28,West,17.34,29.17,0.388,0.085,479.9,5.2,7.4,72.97,324.39
2021-01-28,Central,61.51,24.35,0.817,0.167,521.3,13.5,5.7,81.75,345.03
2021-01-29,North,16.32,28.64,-0.693,0.172,512.2,11.3,6.9,72.84,296.92
2021-01-29,South,23.94,26.49,0.744,0.864,554.5,9.9,7.4,80.71,346.24
2021-01-29,East,25.92,28.2,0.414,-0.695,548.4,5.1,12.5,74.4,309.22
2021-01-29,West,29.59,23.65,0.473,0.869,565.5,6.1,9.3,79.82,341.95
2021-01-29,Central,82.23,24.53,0.97,0.678,476.4,14.6,10.2,86.39,363.52
2021-01-30,North,22.64,33.35,-0.202,-0.89,457.5,7.5,13.5,70.64,290.74
2021-01-30,South,36.58,24.47,0.075,0.84,518.5,13.0,11.7,82.59,330.33
2021-01-30,East,4.7,30.18,-0.096,-0.551,598.2,11.0,14.5,76.2,289.26
2021-01-30,West,12.26,26.39,-0.003,-0.162,583.7,11.1,12.2,78.04,301.43
2021-01-30,Central,20.08,29.7,0.265,-0.974,525.7,13.3,10.5,75.73,295.5
2021-01-31,North,3.59,26.33,-0.829,0.994,584.6,12.4,9.7,77.56,302.49
2021-01-31,South,9.11,25.31,0.5,-0.58,488.9,7.5,11.4,75.87,306.62
2021-01-31,East,28.0,25.57,-0.927,-0.056,564.9,10.2,11.3,74.66,287.88
2021-01-31,West,15.84,30.47,-0.118,-0.198,491.2,5.8,7.9,70.53,306.24
2021-01-31,Central,18.93,26.07,0.892,-0.253,490.8,8.2,10.4,78.1,325.89
2021-02-01,North,44.86,23.68,-0.949,-0.688,470.8,7.3,11.9,71.87,281.9
2021-02-01,South,47.85,30.18,-0.556,-0.538,556.0,5.6,9.1,70.02,298.79
2021-02-01,East,26.96,26.67,0.305,-0.524,531.4,9.2,7.1,74.68,310.22
2021-02-01,West,20.63,26.06,0.711,0.66,513.0,14.0,10.8,83.47,336.84
2021-02-01,Central,72.36,24.48,-0.414,0.793,554.3,13.6,12.7,82.76,328.78
2021-02-02,North,31.86,23.87,0.785,0.635,507.1,5.1,8.5,78.87,346.87
2021-02-02,South,7.84,24.96,0.181,-0.464,563.0,13.5,14.5,80.43,295.64
2021-02-02,East,7.5,31.39,-0.128,-0.411,512.9,12.5,10.5,74.34,294.4
2021-02-02,West,48.94,26.92,-0.15,-0.955,540.5,7.2,7.2,71.42,299.38
2021-02-02,Central,31.45,22.72,-0.484,-0.721,515.4,5.3,8.4,71.18,289.56
2021-02-03,North,7.43,27.25,-0.963,0.829,551.9,9.0,6.7,72.92,301.14
2021-02-03,South,28.99,24.55,0.108,0.303,520.1,6.3,11.2,77.19,321.75
2021-02-03,East,16.97,28.32,-0.726,0.8,454.0,8.9,10.6,74.39,308.86
2021-02-03,West,30.29,29.46,0.33,-0.649,454.1,11.4,6.4,73.69,310.26
2021-02-03,Central,22.06,29.02,0.038,-0.906,519.3,5.5,8.8,70.36,296.93
2021-02-04,North,36.42,25.19,0.206,-0.509,481.7,8.3,12.6,76.69,309.3
2021-02-04,South,5.58,25.0,0.438,-0.406,506.9,12.5,13.3,79.85,303.65
2021-02-04,East,10.75,33.58,0.874,0.465,487.8,5.8,5.2,73.39,343.27
2021-02-04,West,38.71,23.2,-0.007,0.194,530.9,15.0,8.5,80.81,316.11
2021-02-04,Central,54.51,25.24,-0.85,0.456,547.5,12.8,11.5,78.49,307.23
2021-02-05,North,86.07,26.88,-0.507,0.638,563.1,14.5,7.0,79.51,330.94
2021-02-05,South,39.36,29.43,0.18,-0.278,453.1,6.5,6.3,71.71,319.78
2021-02-05,East,7.17,26.43,0.746,0.464,550.4,10.6,7.2,79.45,332.51
2021-02-05,West,37.48,29.7,0.698,-0.501,554.9,12.7,6.7,77.27,322.57
2021-02-05,Central,23.9,29.05,-0.932,0.395,541.1,12.5,6.1,73.18,297.88
2021-02-06,North,27.68,26.9,0.724,0.689,572.9,14.6,6.1,82.24,341.6
2021-02-06,South,40.66,23.49,-0.759,-0.846,453.9,8.1,11.8,72.31,281.52
2021-02-06,East,36.01,30.14,-0.869,-0.369,593.7,9.0,12.2,72.61,287.31
2021-02-06,West,11.37,25.37,0.252,0.772,461.4,11.9,11.3,80.75,326.32
2021-02-06,Central,51.14,27.21,0.878,0.598,465.3,12.7,13.5,84.4,350.02
2021-02-07,North,56.95,25.29,-0.04,0.255,540.1,6.2,14.8,78.77,325.18
2021-02-07,South,17.33,30.63,0.475,-0.522,567.4,8.5,9.3,74.54,311.52
2021-02-07,East,19.62,24.99,-0.407,-0.533,505.6,10.1,8.4,73.33,289.49
2021-02-07,West,24.33,27.59,0.359,-0.563,577.4,13.2,6.1,76.49,308.06
2021-02-07,Central,21.93,24.94,0.889,-0.065,594.1,11.4,13.3,83.05,326.22
2021-02-08,North,33.16,27.42,0.215,0.025,556.1,9.4,12.3,78.4,318.69
2021-02-08,South,35.8,25.71,-0.627,0.559,594.8,7.7,13.1,77.29,310.02
2021-02-08,East,15.1,30.55,0.392,-0.692,530.7,9.8,9.4,74.17,305.02
2021-02-08,West,15.5,25.24,0.074,0.186,559.7,7.7,13.5,78.29,312.26
2021-02-08,Central,13.7,25.47,0.777,0.911,574.6,5.9,13.8,81.95,343.28
2021-02-09,North,18.22,28.36,0.102,-0.826,486.6,9.6,11.1,73.9,295.57
2021-02-09,South,52.4,23.55,0.447,-0.008,506.8,5.3,13.5,78.94,330.6
2021-02-09,East,13.35,28.74,-0.848,0.702,477.3,7.1,13.0,73.76,302.68
2021-02-09,West,9.57,33.32,0.649,-0.304,501.1,13.8,12.0,78.06,314.85
2021-02-09,Central,16.06,22.9,0.757,0.595,491.4,5.1,14.5,81.14,337.28
2021-02-10,North,35.07,29.05,0.395,0.36,462.8,12.2,9.9,79.01,331.17
2021-02-10,South,36.17,25.38,0.762,0.744,563.7,11.9,11.5,84.19,344.99
2021-02-10,East,35.51,26.58,-0.33,0.487,523.6,12.9,5.9,76.77,316.83
2021-02-10,West,27.95,28.05,0.015,-0.987,483.2,11.9,8.1,73.39,293.6
2021-02-10,Central,33.58,27.48,0.264,-0.48,537.2,9.7,10.3,76.3,310.88
2021-02-11,North,25.91,30.74,-0.786,0.522,513.8,12.5,8.3,74.24,304.35
2021-02-11,South,29.37,26.76,0.265,0.864,555.4,7.7,7.5,77.9,338.05
2021-02-11,East,30.8,27.44,-0.864,-0.398,468.1,6.9,6.2,68.42,289.07
2021-02-11,West,33.77,27.33,-0.308,0.242,530.4,12.6,6.9,76.22,311.83
2021-02-11,Central,13.75,27.92,-0.951,-0.956,482.5,9.8,12.2,70.36,266.11
2021-02-12,North,16.14,30.91,0.367,-0.108,596.5,10.2,7.8,75.64,316.41
2021-02-12,South,23.75,23.93,0.59,0.387,465.1,6.9,7.3,77.31,334.65
2021-02-12,East,21.71,27.61,0.309,-0.453,476.9,5.1,10.3,73.14,311.56
2021-02-12,West,15.59,26.44,0.887,-0.161,491.1,14.7,10.5,81.66,323.1
2021-02-12,Central,8.72,23.19,0.968,-0.181,554.6,6.3,13.7,80.36,323.65
2021-02-13,North,13.85,25.22,-0.938,0.303,523.6,13.7,10.7,76.58,288.66
2021-02-13,South,14.15,26.79,0.936,-0.629,520.4,9.4,6.8,76.15,318.82
2021-02-13,East,53.48,28.77,0.69,0.522,457.7,14.4,9.8,82.21,346.24
2021-02-13,West,41.76,27.49,0.593,-0.037,573.3,9.0,5.7,76.77,332.21
2021-02-13,Central,41.4,27.94,-0.139,-0.599,544.4,5.5,6.5,70.66,305.72
2021-02-14,North,13.01,27.32,-0.462,0.595,534.4,8.0,14.9,77.21,307.16
2021-02-14,South,13.99,26.31,-0.855,-0.215,467.8,12.6,11.1,74.18,281.68
2021-02-14,East,24.51,23.04,0.39,0.72,568.6,7.3,10.2,80.28,334.08
2021-02-14,West,42.81,26.94,-0.79,-0.516,517.6,9.4,13.6,73.99,287.22
2021-02-14,Central,15.49,26.99,0.236,0.405,598.5,8.1,11.2,78.37,321.47
2021-02-15,North,8.61,24.81,-0.299,-0.934,541.4,12.4,14.5,76.72,276.06
2021-02-15,South,25.74,24.5,0.135,0.379,481.2,7.1,11.6,77.69,322.53
2021-02-15,East,19.94,25.77,-0.791,0.273,473.6,6.7,5.8,70.56,300.11
2021-02-15,West,17.34,27.15,0.418,0.742,450.4,9.5,10.9,79.21,333.81
2021-02-15,Central,14.45,25.55,0.63,-0.84,493.7,7.3,12.1,75.94,306.13
2021-02-16,North,52.57,30.29,-0.095,0.287,555.4,9.5,11.9,77.35,324.24
2021-02-16,South,29.03,26.08,-0.879,-0.506,588.6,12.9,11.3,75.13,278.95
2021-02-16,East,29.17,26.2,0.952,-0.326,549.2,14.3,9.3,81.67,326.02
2021-02-16,West,34.15,28.55,-0.004,0.111,531.7,11.5,14.1,79.19,314.29
2021-02-16,Central,53.87,27.1,-0.601,0.36,574.0,5.7,6.7,72.69,317.3
2021-02-17,North,27.4,29.73,0.454,0.485,496.1,12.5,10.7,79.93,331.9
2021-02-17,South,22.92,23.94,0.975,-0.92,493.3,6.2,11.9,77.09,315.56
2021-02-17,East,6.01,23.1,0.451,-0.027,555.0,14.4,10.0,81.59,310.96
2021-02-17,West,87.25,26.57,-0.446,0.185,524.1,5.8,5.4,72.88,329.38
2021-02-17,Central,46.31,28.33,0.263,0.466,514.8,8.2,7.5,76.61,336.41
2021-02-18,North,7.73,28.24,-0.641,-0.525,463.7,14.6,13.4,75.32,277.1
2021-02-18,South,30.4,27.81,-0.015,-0.506,536.3,14.5,15.0,79.72,298.23
2021-02-18,East,19.77,28.93,-0.282,0.186,550.8,7.7,5.4,72.07,310.34
2021-02-18,West,0.46,27.94,-0.484,0.313,563.4,9.7,11.5,75.46,297.43
2021-02-18,Central,23.36,25.83,0.94,-0.092,587.4,6.8,10.9,79.25,331.26
2021-02-19,North,32.33,21.76,0.658,-0.138,545.2,9.9,5.9,78.86,326.23
2021-02-19,South,30.25,30.75,-0.666,-0.665,502.2,8.3,11.7,70.74,285.91
2021-02-19,East,45.34,29.12,-0.051,0.688,578.7,8.3,11.9,78.38,330.83
2021-02-19,West,56.93,29.58,-0.588,-0.776,493.2,14.5,13.1,75.76,290.16
2021-02-19,Central,29.92,27.12,0.873,-0.921,532.5,9.5,8.1,76.19,316.19
2021-02-20,North,13.91,28.83,-0.368,0.014,498.5,14.7,9.0,76.1,298.05
2021-02-20,South,23.47,27.35,0.736,-0.091,527.2,14.9,11.6,82.12,322.97
2021-02-20,East,34.83,32.22,-0.721,-0.94,531.4,9.1,6.9,67.93,282.67
2021-02-20,West,22.39,24.65,0.347,0.94,504.3,12.6,11.3,82.87,334.54
2021-02-20,Central,39.67,25.44,0.736,-0.646,564.0,7.0,10.5,77.32,321.07
2021-02-21,North,83.4,26.92,0.236,0.738,589.2,9.4,12.0,82.1,349.72
2021-02-21,South,87.32,29.76,-0.569,0.318,468.2,14.7,11.1,78.52,323.49
2021-02-21,East,55.75,25.07,0.316,0.999,485.9,6.6,10.5,79.9,349.98
2021-02-21,West,31.2,26.84,0.742,0.565,532.8,5.9,14.9,80.98,341.81
2021-02-21,Central,31.92,28.41,-0.192,-0.346,586.9,9.6,6.2,73.18,304.07
2021-02-22,North,32.54,28.49,0.596,-0.129,574.8,10.0,12.2,79.4,324.3
2021-02-22,South,41.18,27.3,-0.988,-0.351,526.3,7.7,13.3,72.58,286.4
2021-02-22,East,9.9,30.99,-0.223,-0.103,597.0,7.4,10.5,73.04,300.92
2021-02-22,West,11.92,23.77,-0.854,0.207,507.5,14.2,10.1,76.95,287.71
2021-02-22,Central,15.07,25.28,-0.24,0.727,581.9,13.6,7.8,79.42,314.68
2021-02-23,North,98.9,25.86,-0.318,-0.24,568.5,9.1,14.3,78.95,321.46
2021-02-23,South,24.62,29.56,0.216,0.53,526.2,13.2,7.8,78.53,326.88
2021-02-23,East,108.26,26.37,0.854,-0.879,494.8,10.9,15.0,82.14,338.94
2021-02-23,West,33.39,25.12,-0.028,-0.486,523.4,6.5,10.4,74.27,304.8
2021-02-23,Central,19.95,29.43,0.078,-0.377,501.8,10.5,10.4,74.99,304.57
2021-02-24,North,14.85,24.53,-0.173,-0.756,518.3,8.2,6.9,72.02,290.37
2021-02-24,South,48.0,24.58,0.05,0.418,554.6,10.7,7.3,78.73,328.09
2021-02-24,East,37.26,23.02,0.926,-0.033,566.3,5.4,12.4,80.48,336.0
2021-02-24,West,34.54,25.55,0.266,0.903,555.8,13.1,8.9,82.13,336.63
2021-02-24,Central,26.25,27.12,-0.544,-0.576,549.6,13.2,14.8,77.09,283.48
2021-02-25,North,25.79,29.87,0.8,-0.293,524.3,5.4,10.0,75.09,327.95
2021-02-25,South,19.61,25.2,0.645,-0.153,538.5,13.7,13.7,82.7,317.16
2021-02-25,East,46.64,27.6,-0.096,0.173,516.0,10.3,9.6,76.89,319.97
2021-02-25,West,12.71,28.58,-0.567,-0.809,558.4,9.1,11.5,71.86,277.92
2021-02-25,Central,33.9,30.06,0.093,-0.536,473.2,9.7,14.7,76.01,305.41
2021-02-26,North,71.46,26.78,0.976,-0.727,500.8,11.9,11.5,80.87,333.66
2021-02-26,South,115.62,23.41,0.435,0.385,577.8,13.5,13.6,86.83,354.07
2021-02-26,East,37.72,31.07,-0.841,-0.829,507.0,8.2,12.2,69.97,280.95
2021-02-26,West,9.17,25.22,-0.861,0.038,563.9,13.7,5.4,73.99,285.66
2021-02-26,Central,29.81,23.11,0.302,0.066,460.3,11.3,14.2,81.31,317.87
2021-02-27,North,8.47,23.92,0.988,0.324,599.6,12.5,9.3,83.3,332.55
2021-02-27,South,73.39,28.05,-0.88,0.125,464.8,11.3,13.7,76.42,307.82
2021-02-27,East,10.3,28.57,-0.807,-0.099,516.6,11.9,14.0,75.12,283.32
2021-02-27,West,13.29,30.09,0.591,0.854,456.9,13.0,7.9,79.57,339.18
2021-02-27,Central,16.02,23.48,0.985,0.854,506.2,6.5,10.3,81.45,348.94
2021-02-28,North,56.62,27.35,0.247,-0.822,534.9,12.9,6.7,76.07,311.25
2021-02-28,South,16.11,27.9,0.564,0.417,461.8,13.7,11.2,81.06,328.16
2021-02-28,East,12.66,23.67,0.874,0.108,486.1,14.1,6.4,81.05,328.35
2021-02-28,West,11.91,23.0,0.201,0.031,519.2,7.5,7.6,75.91,313.26
2021-02-28,Central,24.88,29.1,0.703,-0.583,451.4,13.0,14.0,79.46,314.15
2021-03-01,North,17.43,29.92,0.736,0.612,551.6,6.6,9.4,86.31,369.41
2021-03-01,South,14.17,29.48,-0.194,-0.653,501.8,10.9,11.4,81.96,313.37
2021-03-01,East,9.82,30.28,0.282,0.645,513.6,7.5,13.5,86.43,353.44
2021-03-01,West,24.52,29.04,0.53,-0.65,479.9,8.8,9.8,83.07,338.08
